ISBN,상품명,저자,출판사,분야,권수,누적권수
9791155402436,사소한 불행에 인생을 내어주지 마라 - 흔들리지 않는 1년을 만드는 52주 스토아 철학,"요한 크라우네스 (지은이), 이상희 (옮긴이)",추수밭(청림출판),국내도서>인문학>교양 인문학,1.0,959.0
9791169663250,2025 써니 행정법총론 기출문제집 - 전2권 - 기출지문 암기 App 이용쿠폰 없음,박준철 (지은이),에스티유니타스,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>행정법>기출/문제집/모의고사,1.0,960.0
9788932043418,살 만한 삶과 살 만하지 않은 삶,"주디스 버틀러, 프레데리크 보름스 (지은이), 조현준 (옮긴이)",문학과지성사,국내도서>인문학>인문 에세이,1.0,961.0
9791157833023,개소리에 대하여,"해리 G. 프랭크퍼트 (지은이), 이윤 (옮긴이)",필로소픽,국내도서>인문학>서양철학>서양철학 일반,1.0,962.0
9788988474914,"SQL 자격검정 실전문제 - 국가공인 SQL전문가. 국가공인 SQL개발자, 개정판",한국데이터산업진흥원 (지은이),한국데이터산업진흥원,국내도서>컴퓨터/모바일>활용능력>신규 자격증/자격증 기타,2.0,964.0
9791191043754,세상의 마지막 기차역 (리커버 에디션),"무라세 다케시 (지은이), 김지연 (옮긴이)",모모,국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설,2.0,966.0
9788937462788,노인과 바다,"어니스트 헤밍웨이 (지은이), 김욱동 (옮긴이)",민음사,국내도서>소설/시/희곡>영미소설,1.0,967.0
9791140702978,일본어 문법 무작정 따라하기,후지이 아사리 (지은이),길벗이지톡,국내도서>외국어>일본어>일본어 어휘/한자/문법,1.0,968.0
9791173111532,아이언 플레임 2,"레베카 야로스 (지은이), 이수현 (옮긴이)",북폴리오,국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설,1.0,969.0
9791141607876,타임 셸터 - 2023 부커상 인터내셔널 수상작,"게오르기 고스포디노프 (지은이), 민은영 (옮긴이)",문학동네,국내도서>소설/시/희곡>세계의 소설>기타 국가 소설,1.0,970.0
9791197437380,"백년 목 2 : 치료편 - 내 목 사용설명서, 개정증보판",정선근 (지은이),언탱글링,국내도서>건강/취미>질병치료와 예방>허리/디스크/척추/통증,1.0,971.0
9791191122824,"2030년, 돈의 세계지도 - 세계3대 투자가가 예측하는 저무는 나라, 성장하는 나라","짐 로저스 (지은이), 오시연 (옮긴이)",알파미디어,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1.0,972.0
9788932924878,죄와 벌 세트 - 전2권,"표도르 도스토옙스키 (지은이), 홍대화 (옮긴이)",열린책들,국내도서>소설/시/희곡>러시아소설,1.0,973.0
9791194399018,2025 권규호 신유형 공무원 모의고사 1,권규호 (지은이),권규호언어연구실,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>국어>기출/문제집/모의고사,1.0,974.0
9791193262368,천재 보고서 - 내 안의 잠재력을 깨우는 천재들의 비밀코드,"스콧 배리 카우프만, 캐롤린 그레고어 (지은이), 안종희 (옮긴이)",필름(Feelm),국내도서>인문학>교양 인문학,1.0,975.0
9791170612162,손자병법 - 세상의 모든 전략과 전술,"임용한 (지은이), 손무 (원작)",교보문고(단행본),국내도서>역사>세계사 일반,1.0,976.0
9788932924922,그해 봄의 불확실성,"시그리드 누네즈 (지은이), 민승남 (옮긴이)",열린책들,국내도서>소설/시/희곡>영미소설,1.0,977.0
9791199102309,영어공부 혁명,"이윤규, 주지후 (지은이)",드림스쿨,국내도서>외국어>영어학습법,1.0,978.0
9788937834790,"정의란 무엇인가 - 한국 200만 부 돌파, 37개국에서 출간된 세계적 베스트셀러","마이클 샌델 (지은이), 김명철 (옮긴이), 김선욱 (감수)",와이즈베리,국내도서>인문학>서양철학>윤리학/도덕철학,1.0,979.0
9791168340510,파친코 1 - 개정판,"이민진 (지은이), 신승미 (옮긴이)",인플루엔셜(주),국내도서>소설/시/희곡>영미소설,1.0,980.0
9788952776389,리틀 라이프 2,"한야 야나기하라 (지은이), 권진아 (옮긴이)",시공사,국내도서>소설/시/희곡>영미소설,2.0,982.0
9791191401981,"주아쌤의 툭 치면 탁 나오는 영어회화 (해외 여행 에디션) - 진짜 영어 듣고 말하기 수업, 리얼 영어 패턴 100",주아쌤(이정은) (지은이),몽스북,국내도서>외국어>영어회화>생활영어,1.0,983.0
9791158161767,이 지랄맞음이 쌓여 축제가 되겠지,조승리 (지은이),달,국내도서>에세이>한국에세이,1.0,984.0
9791167226990,2025 전한길 한국사 합격생 필기노트 (스프링),전한길 (지은이),메가스터디교육(공무원),국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>강의노트/기타,1.0,985.0
9791141601515,겨울철 한정 봉봉 쇼콜라 사건 - 상,"요네자와 호노부 (지은이), 김선영 (옮긴이)",엘릭시르,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설,1.0,986.0
9791141601522,겨울철 한정 봉봉 쇼콜라 사건 - 하,"요네자와 호노부 (지은이), 김선영 (옮긴이)",엘릭시르,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설,1.0,987.0
9791193650141,존재하는 모든 것은 사라지지 않는다 - 우리의 삶을 넘어선 본질에 대한 이야기,"제인 로버츠 (지은이), 매건 김 (옮긴이)",터닝페이지,국내도서>인문학>심리학/정신분석학>심령연구/초과학,1.0,988.0
9791194508038,베싸의 말문이 트이는 영어 육아 - 일상에서 자연스럽게 익히는 우리 아이 진짜 영어,박정은 (지은이),온더페이지,국내도서>좋은부모>교육/학습>언어/외국어 교육,1.0,989.0
9791169813488,오늘이 내일이면 좋겠다,남유하 (지은이),사계절,국내도서>에세이>한국에세이,1.0,990.0
9791195795505,삐뽀삐뽀 119 소아과 (개정13판) - 2005년 대한의사협회 선정추천도서,하정훈 (지은이),유니책방,국내도서>좋은부모>육아>육아백과,1.0,991.0
9791158510619,타이탄의 도구들 (블랙 에디션) - 정상의 자리에 오른 사람들의 61가지 성공 비밀,"팀 페리스 (지은이), 박선령, 정지현 (옮긴이)",토네이도,국내도서>자기계발>성공>성공학,2.0,993.0
9788930041683,허송세월 - 김훈 문장 엽서(부록),김훈 (지은이),나남출판,국내도서>에세이>한국에세이,2.0,995.0
9788965424215,해커스 일본어 첫걸음 : 기초 20일 독학 완성! - 기초 문형으로 회화부터 JLPT까지 l 일본어회화 무료 동영상강의+단어 쓰기 노트+무료MP3+JLPT N5·N4 실전모의고사 제공,해커스JLPT연구소 (지은이),해커스어학연구소(Hackers),국내도서>외국어>일본어>일본어 첫걸음,2.0,997.0
9788932034836,"노랑무늬영원 - 2024 노벨문학상 수상작가, 개정판",한강 (지은이),문학과지성사,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1.0,998.0
9791130654621,푸른 들판을 걷다,"클레어 키건 (지은이), 허진 (옮긴이)",다산책방,국내도서>소설/시/희곡>세계의 소설>아일랜드소설,1.0,999.0
9791192389776,강인함의 힘 - 회복탄력성에 대한 오해 그리고 강인함의 비밀,"스티브 매그니스 (지은이), 이주만 (옮긴이)",상상스퀘어,국내도서>자기계발>성공>성공학,2.0,1001.0
9791193674185,AI 2025 - 트렌드 & 활용백과,김덕진 (지은이),스마트북스,국내도서>경제경영>기업 경영>경영전략/혁신,1.0,1002.0
9791187033462,매일 조금씩 쓰고 버린다 - 마음까지 가벼워지는 비움의 기술,"후데코 (지은이), 홍성민 (옮긴이)",좋은생각,국내도서>자기계발>정리/심플라이프,1.0,1003.0
9791168271043,"오십의 기술 - 나이 들수록 재미, 가족, 관계, 행복, 품격, 지식이 높아지는",이호선 (지은이),카시오페아,국내도서>자기계발>중년의 자기계발,1.0,1004.0
9791142303821,비정근,"히가시노 게이고 (지은이), 민경욱 (옮긴이)",하빌리스,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설,1.0,1005.0
9791193235447,스프링,"온다 리쿠 (지은이), 이지수 (옮긴이)",클레이하우스,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,1.0,1006.0
9788965138068,그의 운명에 대한 아주 개인적인 생각,유시민 (지은이),생각의길,국내도서>사회과학>비평/칼럼>정치비평/칼럼,2.0,1008.0
9788917238549,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩) - TOEIC 기출문제 한국 독점출간 / 문제집 + 해설집 + APP 모바일 학습 / 2022 대비 최신판,ETS (엮은이),(주)YBM(와이비엠),국내도서>외국어>토익>Reading,1.0,1009.0
9791194033127,더 좋은 문장을 쓰고 싶은 당신을 위한 필사책,이주윤 (지은이),빅피시,국내도서>인문학>책읽기/글쓰기>글쓰기,1.0,1010.0
9788937460777,1984,"조지 오웰 (지은이), 정회성 (옮긴이)",민음사,국내도서>소설/시/희곡>영미소설,1.0,1011.0
9788937460388,달과 6펜스,"서머싯 몸 (지은이), 송무 (옮긴이)",민음사,국내도서>소설/시/희곡>영미소설,1.0,1012.0
9791173111525,아이언 플레임 1,"레베카 야로스 (지은이), 이수현 (옮긴이)",북폴리오,국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설,1.0,1013.0
9788934971351,철학은 날씨를 바꾼다,서동욱 (지은이),김영사,국내도서>인문학>교양 인문학,1.0,1014.0
9791168181939,2025 이유진 국어 백일기도 모의고사 시즌 0 : 起(기),이유진 (지은이),고시동네,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>국어>기출/문제집/모의고사,1.0,1015.0
9788932043272,사랑과 멸종을 바꿔 읽어보십시오,유선혜 (지은이),문학과지성사,국내도서>소설/시/희곡>시>한국시,1.0,1016.0
9791191013801,사교육 없이 명문대 가는 집공부 전략 - 입시 고수맘 노을커피의 압도적 초중등 학습 로드맵,노을커피(신은정) (지은이),북라이프,국내도서>좋은부모>교육/학습>학교/학습법,1.0,1017.0
9791138928137,"2025.2026 큰별쌤 최태성의 별★한국사 한국사능력검정시험 기본(4.5.6급) - 한국사능력검정시험 기본(4,5,6급)에 대비한 맞춤 기본서",최태성 (지은이),이투스북,"국내도서>수험서/자격증>한국사능력검정시험>기본(4,5,6급)",1.0,1018.0
9788952234087,거래의 기술 - 트럼프는 어떻게 원하는 것을 얻는가 - The Art of the Deal 한국어판,"도널드 트럼프 (지은이), 이재호 (옮긴이)",살림,국내도서>경제경영>기업 경영>경영전략/혁신,1.0,1019.0
9791171712915,매일의 영감 수집 - 평범한 일상에서 특별한 인사이트를 발견하는,서은아 (지은이),위즈덤하우스,국내도서>자기계발>창의적사고/두뇌계발,1.0,1020.0
9791169093538,체호프에 관하여 - 먼 곳의 자유,"자크 랑시에르 (지은이), 유재홍 (옮긴이)",글항아리,국내도서>인문학>철학 일반>교양 철학,1.0,1021.0
9788901285894,불안 세대 - 디지털 세계는 우리 아이들을 어떻게 병들게 하는가,"조너선 하이트 (지은이), 이충호 (옮긴이)",웅진지식하우스,국내도서>인문학>교양 인문학,1.0,1022.0
9791168340541,파친코 2 - 개정판,"이민진 (지은이), 신승미 (옮긴이)",인플루엔셜(주),국내도서>소설/시/희곡>영미소설,1.0,1023.0
9791130649672,흐르는 강물처럼,"셸리 리드 (지은이), 김보람 (옮긴이)",다산책방,국내도서>소설/시/희곡>영미소설,2.0,1025.0
9791141601164,고요한 읽기,이승우 (지은이),문학동네,국내도서>에세이>한국에세이,1.0,1026.0
9791168270343,만화로 보는 3분 철학 3 : 서양 현대 철학편,"김재훈, 서정욱 (지은이)",카시오페아,국내도서>인문학>철학 일반>교양 철학,1.0,1027.0
9791171010875,영어로 문장 만들기 훈련 1차 임계점,유은하 (지은이),사람in,국내도서>외국어>영작문,2.0,1029.0
9788937454820,귀신들의 땅,"천쓰홍 (지은이), 김태성 (옮긴이)",민음사,국내도서>소설/시/희곡>중국소설,1.0,1030.0
9791138924405,"큰별쌤 최태성의 별별한국사 7일의 기적 한국사능력검정시험 심화(1, 2, 3급) - 7일 만에 끝내는 한능검 단기 학습서",최태성 (지은이),이투스북,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",1.0,1031.0
9791197093777,원페이지 교육학 기본서 하 - 제7판,Dave (지은이),새벽노을,국내도서>수험서/자격증>공무원 수험서>교원임용시험>교육학,1.0,1032.0
9791139718607,100가지 식물로 읽는 세계사 - 사과와 장미부터 크리스마스트리까지 인류와 역사를 함께 만든 식물 이야기,"사이먼 반즈 (지은이), 이선주 (옮긴이)",현대지성,국내도서>역사>세계사 일반,1.0,1033.0
9788983717733,"멀고도 가까운 - 읽기, 쓰기, 고독, 연대에 관하여","리베카 솔닛 (지은이), 김현우 (옮긴이)",반비,국내도서>인문학>인문 에세이,1.0,1034.0
9791167781284,리플 빅뱅 - 세상의 모든 돈은 XRP로 통한다,문창훈 (지은이),가디언,국내도서>경제경영>재테크/투자>가상/암호화폐,1.0,1035.0
9791169663403,2025 문동균 한국사 95+5점을 위한 진도별 모의고사,문동균 (지은이),에스티유니타스,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>기출/문제집/모의고사,1.0,1036.0
9791136033000,2025 에듀윌 스포츠지도사 필기 한권끝장 + 모의고사 3회분 - 2급 전문/2급 생활/2급 장애인/유소년/노인 스포츠지도사,"정수봉, 이준영, 원효리, 이성열, 임다연 (지은이)",에듀윌,국내도서>수험서/자격증>국가전문자격>스포츠지도사,1.0,1037.0
9791194530008,그때 뽑은 흰머리 지금 아쉬워 - 노인들의 일상을 유쾌하게 담다,"사단법인 전국유료실버타운협회 포푸라샤 편집부 (지은이), 이지수 (옮긴이)",포레스트북스,국내도서>소설/시/희곡>시>외국시,1.0,1038.0
9791197714177,2025 한번에 딱 붙는 딱풀 사회보험법 - 공인노무사 1차 시험대비,이지영 (지은이),오워크,국내도서>수험서/자격증>국가전문자격>공인노무사,1.0,1039.0
9791193584811,왜 테슬라인가 - 당신이 테슬라에 투자해야 하는 이유,지혜탐험가 (지은이),포르체,국내도서>경제경영>경제학/경제일반>경제사/경제전망>세계 경제사/경제전망,1.0,1040.0
9791199102316,단어 없는 단어장,"이윤규, 주지후 (지은이)",드림스쿨,국내도서>외국어>영어학습법,1.0,1041.0
9791170611875,시대예보: 호명사회,송길영 (지은이),교보문고(단행본),국내도서>경제경영>경제학/경제일반>경제사/경제전망>한국 경제사/경제전망,1.0,1042.0
9791167552723,죽이고 싶은 아이 2,이꽃님 (지은이),우리학교,국내도서>청소년>청소년 문학>청소년 소설,2.0,1044.0
9791168271999,부모의 어휘력 - 정확히 말할수록 아이의 세상이 커지는 필수 어휘 126,김종원 (지은이),카시오페아,국내도서>좋은부모>교육/학습>언어/외국어 교육,2.0,1046.0
9791191369540,"왜 당신은 다른 사람을 위해 살고 있는가 - 아침과 저녁, 나를 위한 철학 30day",고윤(페이서스 코리아) (지은이),딥앤와이드(Deep&WIde),국내도서>인문학>철학 일반>교양 철학,2.0,1048.0
9791197093760,원페이지 교육학 기본서 상 - 제7판,Dave (지은이),새벽노을,국내도서>수험서/자격증>공무원 수험서>교원임용시험>교육학,1.0,1049.0
9791141608453,괴테 할머니의 인생 수업,"전영애 (지은이), 최경은 (정리)",문학동네,국내도서>인문학>인문 에세이,1.0,1050.0
9791169663595,2025 신경향 이동기 영어 기적의 특강 - 시험장에 가지고 갈 파이널 핵심요약집,(주)이앤미래(대표 이동기) (지은이),에스티유니타스,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>영어>7/9급 기본서,1.0,1051.0
9788933872482,한 말씀만 하소서 - 출간 20주년 특별 개정판,박완서 (지은이),세계사,국내도서>에세이>한국에세이,1.0,1052.0
9791198648013,만성질환 자연치료 식이요법 갭스 (GAPS diet),나타샤 캠벨 (지은이),겸엑스,국내도서>건강/취미>대체의학,1.0,1053.0
9791168754188,2025 산업안전기사 과년도 + 무료동영상 - 전과목 이론+10개년 과년도 문제해설+모의고사 2회,최윤정 (지은이),구민사,국내도서>수험서/자격증>국가기술자격>안전관리>산업안전/산업기사,1.0,1054.0
9791192999470,의도의 힘 - 당신이 이미 가지고 있는 성공의 능력,"웨인 다이어 (지은이), 박선주 (옮긴이)",빌리버튼,국내도서>자기계발>성공>성공학,1.0,1055.0
9791185417387,초한전 - 세계화 시대의 전쟁과 전법,"챠오량, 왕샹수이 (지은이), 이정곤 (옮긴이)",교우미디어,국내도서>대학교재/전문서적>사회과학계열>군사학,1.0,1056.0
9791191675160,중국의 초한전 - 새로운 전쟁의 도래,이지용 (지은이),에포크미디어코리아,국내도서>사회과학>정치학/외교학/행정학>각국정치사정/정치사>중국,1.0,1057.0
9791168731387,"인식적 부정의 - 권력, 편견, 그리고 앎의 윤리","미란다 프리커 (지은이), 유기훈, 정선도 (옮긴이)",오월의봄,국내도서>인문학>서양철학>윤리학/도덕철학,1.0,1058.0
9791198935038,엄마의 얼굴 - 김재원 힐링 에세이,김재원 (지은이),달먹는토끼,국내도서>에세이>한국에세이,1.0,1059.0
9791190302326,2025 선재국어 신유형 매일 국어 시즌 3 - 선재국어가 제시하는 매일 학습 전략,이선재 (지은이),수비니겨,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>국어>기출/문제집/모의고사,1.0,1060.0
9791191600704,"진짜 쓰는 실무 엑셀 - 유튜브 대표 엑셀 채널, 오빠두가 알려 주는 엑셀 함수, 보고서 작성, 데이터 분석 노하우!",오빠두(전진권) (지은이),제이펍,국내도서>컴퓨터/모바일>오피스(엑셀/파워포인트)>엑셀,2.0,1062.0
9791167374561,영원한 천국,정유정 (지은이),은행나무,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1.0,1063.0
9791141601447,모우어,천선란 (지은이),문학동네,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1.0,1064.0
9791168270015,만화로 보는 3분 철학 2 : 서양 중세·근대 철학편,"김재훈, 서정욱 (지은이)",카시오페아,국내도서>인문학>철학 일반>교양 철학,1.0,1065.0
9788917237955,ETS 토익 단기 공략 850+ (LC + RC) - 본책 + 해설집 + 실전 모의고사 1회분 + 무료 MP3 파일 / TOEIC 고난도 최신 기출문항으로 완성된 단기완성 시리즈,ETS (지은이),(주)YBM(와이비엠),국내도서>외국어>토익>실전,1.0,1066.0
9791169662352,2025 문동균 한국사 한 권으로 모든 것을 정리하는 판서노트 (한정판),문동균 (지은이),에스티유니타스,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>강의노트/기타,1.0,1067.0
9791169662376,2025 문동균 한국사 기출은 문동균,문동균 (지은이),에스티유니타스,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>한국사>기출/문제집/모의고사,1.0,1068.0
9791185851310,스파이 코스트,"테스 게리첸 (지은이), 박지민 (옮긴이)",미래지향,국내도서>소설/시/희곡>영미소설,1.0,1069.0
9791171179091,수연이네 삼 형제 완밥 레시피 - 한 번에 만들어 온 가족이 함께 먹는,유수연 (지은이),21세기북스,국내도서>요리/살림>생활요리,1.0,1070.0
9791130661605,내가 틀릴 수도 있습니다 : 108일 내 안의 나침반을 발견하는 필사의 시간,"비욘 나티코 린데블라드 (지은이), 토마스 산체스 (그림), 박미경 (옮긴이)",다산초당,국내도서>인문학>인문 에세이,1.0,1071.0
9788925575025,몰입 확장판 - 인생을 바꾸는 자기 혁명,황농문 (지은이),알에이치코리아(RHK),국내도서>자기계발>성공>성공학,1.0,1072.0
9791198035523,절박함을 버린 남자들 - 현대 남성을 위한 인생 지침서,"마크 맨슨 (지은이), 이안 (옮긴이)",너를위한,국내도서>자기계발>인간관계>인간관계,1.0,1073.0
9791162052440,2025 심슨 독해 300제,심우철 (지은이),심슨북스,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>영어>단어/문법/독해 외,1.0,1074.0
9788986022841,상실,"조앤 디디온 (지은이), 홍한별 (옮긴이)",책읽는수요일,국내도서>에세이>외국에세이,1.0,1075.0
9788901290669,운명을 바꾸는 말하기 수업 - 인생의 가치를 끌어올리는 결정적 기술,이영선 (지은이),웅진지식하우스,국내도서>자기계발>협상/설득/화술>화술,1.0,1076.0
9791167693594,"책벌레의 하극상 제5부 : 여신의 화신 7 - 사서가 되기 위해서라면 뭐든지 할 수 있어, V+","카즈키 미야 (지은이), 시이나 유우 (그림), 김정규 (옮긴이)",길찾기,국내도서>소설/시/희곡>라이트 노벨>기타 라이트노벨,1.0,1077.0
9791198854346,"불안사회 생존철학 - 혼란과 불안의 시대, 길을 밝히는 철학","장 폴 주아리 (지은이), 배정은 (옮긴이)",상상스퀘어,국내도서>인문학>서양철학>서양철학 일반,1.0,1078.0
9788947549905,ETF 투자 7일 완성 - 투자로 부자 되는 가장 쉬운 방법,신성호 (지은이),한국경제신문,국내도서>경제경영>재테크/투자>주식/펀드,1.0,1079.0
9791188601561,8가지 기초 스티치로 완성하는 원포인트 자수 스티치 550,"일본보그사 (지은이), 이은정 (옮긴이)",참돌,국내도서>건강/취미>공예>뜨개질/퀼트/십자수/바느질,1.0,1080.0
9791193378328,"쓰기의 미래 - AI라는 유혹적 글쓰기 도구의 등장, 그 이후","나오미 배런 (지은이), 배동근 (옮긴이), 엄기호 (해제)",북트리거,국내도서>인문학>교양 인문학,1.0,1081.0
9791194172093,작가와 작품을 분리할 수 있는가?,"지젤 사피로 (지은이), 원은영 (옮긴이)",이음,국내도서>인문학>인문 에세이,1.0,1082.0
9791171830824,사람의 향기 - 사서삼경에서 건져 올린 천년의 내공,조윤제 (지은이),유노북스,국내도서>인문학>동양철학>동양철학 일반,1.0,1083.0
9791190302333,2025 선재국어 실전 봉투 모의고사 2 결승선 - 인혁처 신유형에 꼭 맞춘 모의고사,이선재 (지은이),수비니겨,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>국어>기출/문제집/모의고사,1.0,1084.0
9791170436126,지식인사이드 : 인간관계 편 - 삶의 변화를 가져오는 12가지 인간관계 처방전,"최명기, 한석준, 이헌주 (지은이)",믹스커피,국내도서>인문학>교양 인문학,1.0,1085.0
9791198934642,"우리는 왜 공허한가 - 문제는 나인가, 세상인가 현실의 벽 앞에서 우리가 묻지 않는 것들","멍칭옌 (지은이), 하은지 (옮긴이)",이든서재,국내도서>인문학>교양 인문학,1.0,1086.0
9791189938772,회복탄력성 (15만부 기념 리커버) - 시련을 행운으로 바꾸는 마음 근력의 힘,김주환 (지은이),위즈덤하우스,국내도서>자기계발>성공>성공학,1.0,1087.0
9791130689890,내가 틀릴 수도 있습니다 - 숲속의 현자가 전하는 마지막 인생 수업,"비욘 나티코 린데블라드 (지은이), 토마스 산체스 (그림), 박미경 (옮긴이)",다산초당,국내도서>인문학>인문 에세이,1.0,1088.0
9791155383933,경제금융용어 700선,한국은행 (엮은이),한국은행,국내도서>경제경영>경제학/경제일반>화폐/금융/재정,1.0,1089.0
9791137910539,"10일 만에 끝내는 해커스 OPIc 오픽 (Advanced 공략) - 한 권으로 오픽 IH/AL 달성, 최신 오픽 서베이 항목 반영! [무료 온라인 실전모의고사 + 교재 MP3 + 주제별 답변 아이디어&표현 사전]",해커스 오픽연구소 (지은이),(주)해커스,국내도서>외국어>OPIc/인터뷰 영어>OPIc,1.0,1090.0
9791171175864,행복의 기원 - 인간의 행복은 어디서 오는가,서은국 (지은이),21세기북스,국내도서>인문학>심리학/정신분석학>교양 심리학,1.0,1091.0
9788965425779,해커스 일본어 첫걸음 히라가나 가타카나 쓰기노트 + 무료 어플/동영상 제공 - 히라가나 가타카나 한 번에 써보기ㅣ 히라가나 가타카나 암기 동영상+해커스 일본어 첫걸음 어플+히라가나 가타카나 단어/문장 필사노트 제공,해커스 일본어연구소 (지은이),해커스어학연구소(Hackers),국내도서>외국어>일본어>일본어 첫걸음,1.0,1092.0
9791162145043,행복할 거야 이래도 되나 싶을 정도로,일홍 (지은이),부크럼,국내도서>에세이>한국에세이,1.0,1093.0
9791193282038,우리에게 남은 시간 46일,이설 (지은이),하이스트,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,1.0,1094.0
9791199015807,초효율,타이탄철물점(오윤록) (지은이),타이탄북스,국내도서>경제경영>CEO/비즈니스맨을 위한 능력계발>성공학/경력관리,1.0,1095.0
9788965662679,2025 에센스 노동법 1,전시춘 (지은이),청출어람,국내도서>수험서/자격증>국가전문자격>공인노무사,1.0,1096.0
